stock,sector,sub.sector
EBAY,Miscellaneous,Business_Services
ETSY,Miscellaneous,Business_Services
EXLS,Miscellaneous,Business_Services
GRVY,Miscellaneous,Business_Services
HQY,Miscellaneous,Business_Services
HMSY,Miscellaneous,Business_Services
ICLD,Miscellaneous,Business_Services
IDXG,Miscellaneous,Business_Services
KGJI,Miscellaneous,Business_Services
LLNW,Miscellaneous,Business_Services
LIOX,Miscellaneous,Business_Services
LQDT,Miscellaneous,Business_Services
MCHX,Miscellaneous,Business_Services
MELI,Miscellaneous,Business_Services
MLNK,Miscellaneous,Business_Services
MOLG,Miscellaneous,Business_Services
MGI,Miscellaneous,Business_Services
NTES,Miscellaneous,Business_Services
EGOV,Miscellaneous,Business_Services
ONVI,Miscellaneous,Business_Services
PYPL,Miscellaneous,Business_Services
PFSW,Miscellaneous,Business_Services
PLPM,Miscellaneous,Business_Services
PCOM,Miscellaneous,Business_Services
PRZM,Miscellaneous,Business_Services
QIWI,Miscellaneous,Business_Services
QNST,Miscellaneous,Business_Services
RDWR,Miscellaneous,Business_Services
REIS,Miscellaneous,Business_Services
RECN,Miscellaneous,Business_Services
NAME,Miscellaneous,Business_Services
SAJA,Miscellaneous,Business_Services
SREV,Miscellaneous,Business_Services
SITO,Miscellaneous,Business_Services
SGRP,Miscellaneous,Business_Services
STMP,Miscellaneous,Business_Services
TTGT,Miscellaneous,Business_Services
PCLN,Miscellaneous,Business_Services
NCTY,Miscellaneous,Business_Services
VLTC,Miscellaneous,Business_Services
WBMD,Miscellaneous,Business_Services
WSTC,Miscellaneous,Business_Services
MESG,Miscellaneous,Business_Services
ACN,Miscellaneous,Business_Services
BABA,Miscellaneous,Business_Services
ADS,Miscellaneous,Business_Services
BR,Miscellaneous,Business_Services
CBZ,Miscellaneous,Business_Services
DHX,Miscellaneous,Business_Services
ENV,Miscellaneous,Business_Services
FICO,Miscellaneous,Business_Services
FIS,Miscellaneous,Business_Services
FDC,Miscellaneous,Business_Services
FLT,Miscellaneous,Business_Services
GPN,Miscellaneous,Business_Services
GRUB,Miscellaneous,Business_Services
HPY,Miscellaneous,Business_Services
ONE,Miscellaneous,Business_Services
MA,Miscellaneous,Business_Services
MMS,Miscellaneous,Business_Services
MSCI,Miscellaneous,Business_Services
POWR,Miscellaneous,Business_Services
RBA,Miscellaneous,Business_Services
BID,Miscellaneous,Business_Services
TAOM,Miscellaneous,Business_Services
TSS,Miscellaneous,Business_Services
TNET,Miscellaneous,Business_Services
VNTV,Miscellaneous,Business_Services
VVI,Miscellaneous,Business_Services
V,Miscellaneous,Business_Services
WAGE,Miscellaneous,Business_Services
WU,Miscellaneous,Business_Services
WNS,Miscellaneous,Business_Services
XRX,Miscellaneous,Business_Services
LOV,Miscellaneous,Business_Services
ARTX,Miscellaneous,Industrial_Machinery_Components
AVID,Miscellaneous,Industrial_Machinery_Components
AXPW,Miscellaneous,Industrial_Machinery_Components
CBAK,Miscellaneous,Industrial_Machinery_Components
ESIO,Miscellaneous,Industrial_Machinery_Components
FCEL,Miscellaneous,Industrial_Machinery_Components
GPRO,Miscellaneous,Industrial_Machinery_Components
GSIG,Miscellaneous,Industrial_Machinery_Components
HPJ,Miscellaneous,Industrial_Machinery_Components
IKNX,Miscellaneous,Industrial_Machinery_Components
MXWL,Miscellaneous,Industrial_Machinery_Components
RSTI,Miscellaneous,Industrial_Machinery_Components
ULBI,Miscellaneous,Industrial_Machinery_Components
CAE,Miscellaneous,Industrial_Machinery_Components
CAJ,Miscellaneous,Industrial_Machinery_Components
ENR,Miscellaneous,Industrial_Machinery_Components
GB,Miscellaneous,Industrial_Machinery_Components
HRG,Miscellaneous,Industrial_Machinery_Components
IMAX,Miscellaneous,Industrial_Machinery_Components
SPB,Miscellaneous,Industrial_Machinery_Components
BTN,Miscellaneous,Industrial_Machinery_Components
ACTG,Miscellaneous,Multi_Sector_Companies
APPS,Miscellaneous,Multi_Sector_Companies
DTSI,Miscellaneous,Multi_Sector_Companies
IDCC,Miscellaneous,Multi_Sector_Companies
ITUS,Miscellaneous,Multi_Sector_Companies
TAX,Miscellaneous,Multi_Sector_Companies
MARA,Miscellaneous,Multi_Sector_Companies
PCO,Miscellaneous,Multi_Sector_Companies
REFR,Miscellaneous,Multi_Sector_Companies
ROVI,Miscellaneous,Multi_Sector_Companies
RPXC,Miscellaneous,Multi_Sector_Companies
SPEX,Miscellaneous,Multi_Sector_Companies
JYNT,Miscellaneous,Multi_Sector_Companies
VRNG,Miscellaneous,Multi_Sector_Companies
XELB,Miscellaneous,Multi_Sector_Companies
DLB,Miscellaneous,Multi_Sector_Companies
VHC,Miscellaneous,Multi_Sector_Companies
USAT,Miscellaneous,Office_Equipment_Supplies_Services
USATP,Miscellaneous,Office_Equipment_Supplies_Services
DBD,Miscellaneous,Office_Equipment_Supplies_Services
NCR,Miscellaneous,Office_Equipment_Supplies_Services
PAR,Miscellaneous,Office_Equipment_Supplies_Services
PBI,Miscellaneous,Office_Equipment_Supplies_Services
PAY,Miscellaneous,Office_Equipment_Supplies_Services
CRAI,Miscellaneous,OtherConsumerServices
SFLY,Miscellaneous,OtherConsumerServices
BFAM,Miscellaneous,OtherConsumerServices
CMPR,Miscellaneous,Publishing
LABL,Miscellaneous,Publishing
RRD,Miscellaneous,Publishing
QUAD,Miscellaneous,Publishing
ISDR,Miscellaneous,Publishing
CAFD,PublicUtilities,Electric_Utilities_Central
ABY,PublicUtilities,Electric_Utilities_Central
ACPW,PublicUtilities,Electric_Utilities_Central
BBLU,PublicUtilities,Electric_Utilities_Central
OPTT,PublicUtilities,Electric_Utilities_Central
OTTR,PublicUtilities,Electric_Utilities_Central
PEGI,PublicUtilities,Electric_Utilities_Central
SKYS,PublicUtilities,Electric_Utilities_Central
GLBL,PublicUtilities,Electric_Utilities_Central
TERP,PublicUtilities,Electric_Utilities_Central
AEP,PublicUtilities,Electric_Utilities_Central
AGR,PublicUtilities,Electric_Utilities_Central
BKH,PublicUtilities,Electric_Utilities_Central
CPN,PublicUtilities,Electric_Utilities_Central
CNP,PublicUtilities,Electric_Utilities_Central
CNL,PublicUtilities,Electric_Utilities_Central
CIG,PublicUtilities,Electric_Utilities_Central
ELP,PublicUtilities,Electric_Utilities_Central
CPL,PublicUtilities,Electric_Utilities_Central
D,PublicUtilities,Electric_Utilities_Central
DTE,PublicUtilities,Electric_Utilities_Central
EIX,PublicUtilities,Electric_Utilities_Central
EE,PublicUtilities,Electric_Utilities_Central
EDE,PublicUtilities,Electric_Utilities_Central
EDN,PublicUtilities,Electric_Utilities_Central
EOC,PublicUtilities,Electric_Utilities_Central
ENI,PublicUtilities,Electric_Utilities_Central
ETR,PublicUtilities,Electric_Utilities_Central
ES,PublicUtilities,Electric_Utilities_Central
FE,PublicUtilities,Electric_Utilities_Central
GXP,PublicUtilities,Electric_Utilities_Central
HE,PublicUtilities,Electric_Utilities_Central
HNP,PublicUtilities,Electric_Utilities_Central
IDA,PublicUtilities,Electric_Utilities_Central
ITC,PublicUtilities,Electric_Utilities_Central
KEP,PublicUtilities,Electric_Utilities_Central
NEP,PublicUtilities,Electric_Utilities_Central
NEE,PublicUtilities,Electric_Utilities_Central
NRG,PublicUtilities,Electric_Utilities_Central
OGE,PublicUtilities,Electric_Utilities_Central
ORA,PublicUtilities,Electric_Utilities_Central
PAM,PublicUtilities,Electric_Utilities_Central
PNW,PublicUtilities,Electric_Utilities_Central
PNM,PublicUtilities,Electric_Utilities_Central
POR,PublicUtilities,Electric_Utilities_Central
PPL,PublicUtilities,Electric_Utilities_Central
SO,PublicUtilities,Electric_Utilities_Central
TLN,PublicUtilities,Electric_Utilities_Central
TE,PublicUtilities,Electric_Utilities_Central
TAC,PublicUtilities,Electric_Utilities_Central
ELLO,PublicUtilities,Electric_Utilities_Central
ESNC,PublicUtilities,Electric_Utilities_Central
CWST,PublicUtilities,EnvironmentalServices
ECOL,PublicUtilities,EnvironmentalServices
BIN,PublicUtilities,EnvironmentalServices
RSG,PublicUtilities,EnvironmentalServices
WCN,PublicUtilities,EnvironmentalServices
WM,PublicUtilities,EnvironmentalServices
AWX,PublicUtilities,EnvironmentalServices
APLP,PublicUtilities,NaturalGasDistribution
CLNE,PublicUtilities,NaturalGasDistribution
AMID,PublicUtilities,NaturalGasDistribution
AM,PublicUtilities,NaturalGasDistribution
BWP,PublicUtilities,NaturalGasDistribution
CPGX,PublicUtilities,NaturalGasDistribution
CPPL,PublicUtilities,NaturalGasDistribution
CNNX,PublicUtilities,NaturalGasDistribution
DPM,PublicUtilities,NaturalGasDistribution
DM,PublicUtilities,NaturalGasDistribution
ENBL,PublicUtilities,NaturalGasDistribution
ETE,PublicUtilities,NaturalGasDistribution
ETP,PublicUtilities,NaturalGasDistribution
ENLK,PublicUtilities,NaturalGasDistribution
ENLC,PublicUtilities,NaturalGasDistribution
EPD,PublicUtilities,NaturalGasDistribution
EQGP,PublicUtilities,NaturalGasDistribution
EQM,PublicUtilities,NaturalGasDistribution
KMI,PublicUtilities,NaturalGasDistribution
NKA,PublicUtilities,NaturalGasDistribution
OKS,PublicUtilities,NaturalGasDistribution
RMP,PublicUtilities,NaturalGasDistribution
SRE,PublicUtilities,NaturalGasDistribution
SXE,PublicUtilities,NaturalGasDistribution
SEP,PublicUtilities,NaturalGasDistribution
SMLP,PublicUtilities,NaturalGasDistribution
TEP,PublicUtilities,NaturalGasDistribution
NGLS,PublicUtilities,NaturalGasDistribution
TRGP,PublicUtilities,NaturalGasDistribution
TCP,PublicUtilities,NaturalGasDistribution
TRP,PublicUtilities,NaturalGasDistribution
TGS,PublicUtilities,NaturalGasDistribution
UGI,PublicUtilities,NaturalGasDistribution
USAC,PublicUtilities,NaturalGasDistribution
VVC,PublicUtilities,NaturalGasDistribution
WGP,PublicUtilities,NaturalGasDistribution
WES,PublicUtilities,NaturalGasDistribution
WMB,PublicUtilities,NaturalGasDistribution
WPZ,PublicUtilities,NaturalGasDistribution
DGAS,PublicUtilities,OilGasProduction
RGCO,PublicUtilities,OilGasProduction
CPK,PublicUtilities,OilGasProduction
MEP,PublicUtilities,OilGasProduction
OKE,PublicUtilities,OilGasProduction
STR,PublicUtilities,OilGasProduction
SWX,PublicUtilities,OilGasProduction
SE,PublicUtilities,OilGasProduction
GAS,PublicUtilities,OilGasTransmission
ATO,PublicUtilities,OilGasTransmission
LG,PublicUtilities,OilGasTransmission
NFG,PublicUtilities,OilGasTransmission
NJR,PublicUtilities,OilGasTransmission
NWN,PublicUtilities,OilGasTransmission
OGS,PublicUtilities,OilGasTransmission
PNY,PublicUtilities,OilGasTransmission
SJI,PublicUtilities,OilGasTransmission
UGP,PublicUtilities,OilGasTransmission
WGL,PublicUtilities,OilGasTransmission
CQH,PublicUtilities,OilGasTransmission
CQP,PublicUtilities,OilGasTransmission
LNG,PublicUtilities,OilGasTransmission
SPKE,PublicUtilities,PowerGeneration
ALE,PublicUtilities,PowerGeneration
LNT,PublicUtilities,PowerGeneration
AEE,PublicUtilities,PowerGeneration
AVA,PublicUtilities,PowerGeneration
CMS,PublicUtilities,PowerGeneration
ED,PublicUtilities,PowerGeneration
DUK,PublicUtilities,PowerGeneration
EXC,PublicUtilities,PowerGeneration
GNE,PublicUtilities,PowerGeneration
NI,PublicUtilities,PowerGeneration
NWE,PublicUtilities,PowerGeneration
PCG,PublicUtilities,PowerGeneration
POM,PublicUtilities,PowerGeneration
PEG,PublicUtilities,PowerGeneration
SCG,PublicUtilities,PowerGeneration
UTL,PublicUtilities,PowerGeneration
WEC,PublicUtilities,PowerGeneration
WR,PublicUtilities,PowerGeneration
XEL,PublicUtilities,PowerGeneration
ADGE,PublicUtilities,PowerGeneration
EGHT,PublicUtilities,TelecommunicationsEquipment
ADTN,PublicUtilities,TelecommunicationsEquipment
ALSK,PublicUtilities,TelecommunicationsEquipment
AMOV,PublicUtilities,TelecommunicationsEquipment
ATNI,PublicUtilities,TelecommunicationsEquipment
AUDC,PublicUtilities,TelecommunicationsEquipment
BBRY,PublicUtilities,TelecommunicationsEquipment
CLFD,PublicUtilities,TelecommunicationsEquipment
CLRO,PublicUtilities,TelecommunicationsEquipment
JCS,PublicUtilities,TelecommunicationsEquipment
CNSL,PublicUtilities,TelecommunicationsEquipment
DRWI,PublicUtilities,TelecommunicationsEquipment
FRP,PublicUtilities,TelecommunicationsEquipment
FTR,PublicUtilities,TelecommunicationsEquipment
GNCMA,PublicUtilities,TelecommunicationsEquipment
INFN,PublicUtilities,TelecommunicationsEquipment
IQNT,PublicUtilities,TelecommunicationsEquipment
IGLD,PublicUtilities,TelecommunicationsEquipment
INVT,PublicUtilities,TelecommunicationsEquipment
LMOS,PublicUtilities,TelecommunicationsEquipment
CALL,PublicUtilities,TelecommunicationsEquipment
MTSL,PublicUtilities,TelecommunicationsEquipment
NTGR,PublicUtilities,TelecommunicationsEquipment
NTLS,PublicUtilities,TelecommunicationsEquipment
OHGI,PublicUtilities,TelecommunicationsEquipment
PTNR,PublicUtilities,TelecommunicationsEquipment
PDVW,PublicUtilities,TelecommunicationsEquipment
PLCM,PublicUtilities,TelecommunicationsEquipment
SHEN,PublicUtilities,TelecommunicationsEquipment
SHOR,PublicUtilities,TelecommunicationsEquipment
SLTD,PublicUtilities,TelecommunicationsEquipment
VIP,PublicUtilities,TelecommunicationsEquipment
WSTL,PublicUtilities,TelecommunicationsEquipment
ZHNE,PublicUtilities,TelecommunicationsEquipment
ALU,PublicUtilities,TelecommunicationsEquipment
T,PublicUtilities,TelecommunicationsEquipment
ATTO,PublicUtilities,TelecommunicationsEquipment
BCE,PublicUtilities,TelecommunicationsEquipment
BT,PublicUtilities,TelecommunicationsEquipment
CEL,PublicUtilities,TelecommunicationsEquipment
CTL,PublicUtilities,TelecommunicationsEquipment
CHL,PublicUtilities,TelecommunicationsEquipment
CHT,PublicUtilities,TelecommunicationsEquipment
CIEN,PublicUtilities,TelecommunicationsEquipment
CBB,PublicUtilities,TelecommunicationsEquipment
FN,PublicUtilities,TelecommunicationsEquipment
GTT,PublicUtilities,TelecommunicationsEquipment
IDT,PublicUtilities,TelecommunicationsEquipment
KT,PublicUtilities,TelecommunicationsEquipment
LVLT,PublicUtilities,TelecommunicationsEquipment
MBT,PublicUtilities,TelecommunicationsEquipment
NTT,PublicUtilities,TelecommunicationsEquipment
NTL,PublicUtilities,TelecommunicationsEquipment
OIBR,PublicUtilities,TelecommunicationsEquipment
PHI,PublicUtilities,TelecommunicationsEquipment
PLT,PublicUtilities,TelecommunicationsEquipment
TLK,PublicUtilities,TelecommunicationsEquipment
SKM,PublicUtilities,TelecommunicationsEquipment
S,PublicUtilities,TelecommunicationsEquipment
TEO,PublicUtilities,TelecommunicationsEquipment
VIV,PublicUtilities,TelecommunicationsEquipment
TEF,PublicUtilities,TelecommunicationsEquipment
TDS,PublicUtilities,TelecommunicationsEquipment
TU,PublicUtilities,TelecommunicationsEquipment
TSU,PublicUtilities,TelecommunicationsEquipment
TKC,PublicUtilities,TelecommunicationsEquipment
USM,PublicUtilities,TelecommunicationsEquipment
VZ,PublicUtilities,TelecommunicationsEquipment
VG,PublicUtilities,TelecommunicationsEquipment
ZAYO,PublicUtilities,TelecommunicationsEquipment
GLOW,PublicUtilities,TelecommunicationsEquipment
HCHC,PublicUtilities,TelecommunicationsEquipment
STRP,PublicUtilities,TelecommunicationsEquipment
ARTNA,PublicUtilities,Water_Supply
CDZI,PublicUtilities,Water_Supply
CTWS,PublicUtilities,Water_Supply
CWCO,PublicUtilities,Water_Supply
MSEX,PublicUtilities,Water_Supply
PCYO,PublicUtilities,Water_Supply
YORW,PublicUtilities,Water_Supply
AWR,PublicUtilities,Water_Supply
AWK,PublicUtilities,Water_Supply
WTR,PublicUtilities,Water_Supply
CWT,PublicUtilities,Water_Supply
SBS,PublicUtilities,Water_Supply
SJW,PublicUtilities,Water_Supply
AMCN,Technology,Advertising
CNET,Technology,Advertising
CTCT,Technology,Advertising
CRTO,Technology,Advertising
GRPN,Technology,Advertising
MDCA,Technology,Advertising
RLOC,Technology,Advertising
SHSP,Technology,Advertising
VISN,Technology,Advertising
HHS,Technology,Advertising
IPG,Technology,Advertising
OMC,Technology,Advertising
TRMR,Technology,Advertising
YUME,Technology,Advertising
ALLT,Technology,Computer_Communications_Equipment
BOSC,Technology,Computer_Communications_Equipment
BBOX,Technology,Computer_Communications_Equipment
BRCD,Technology,Computer_Communications_Equipment
CSCO,Technology,Computer_Communications_Equipment
COYN,Technology,Computer_Communications_Equipment
DGII,Technology,Computer_Communications_Equipment
ELON,Technology,Computer_Communications_Equipment
EFII,Technology,Computer_Communications_Equipment
EXTR,Technology,Computer_Communications_Equipment
EZCH,Technology,Computer_Communications_Equipment
FFIV,Technology,Computer_Communications_Equipment
LTRX,Technology,Computer_Communications_Equipment
QLGC,Technology,Computer_Communications_Equipment
SILC,Technology,Computer_Communications_Equipment
ATEN,Technology,Computer_Communications_Equipment
ANET,Technology,Computer_Communications_Equipment
JNPR,Technology,Computer_Communications_Equipment
SSNI,Technology,Computer_Communications_Equipment
AAPL,Technology,Computer_Manufacturing
CCUR,Technology,Computer_Manufacturing
CRAY,Technology,Computer_Manufacturing
NICE,Technology,Computer_Manufacturing
OMCL,Technology,Computer_Manufacturing
SGI,Technology,Computer_Manufacturing
SMCI,Technology,Computer_Manufacturing
XPLR,Technology,Computer_Manufacturing
FIT,Technology,Computer_Manufacturing
HPE,Technology,Computer_Manufacturing
HPQ,Technology,Computer_Manufacturing
IBM,Technology,Computer_Manufacturing
LXK,Technology,Computer_Manufacturing
TDC,Technology,Computer_Manufacturing
ALOT,Technology,Computer_peripheral_equipment
CRDS,Technology,Computer_peripheral_equipment
FEYE,Technology,Computer_peripheral_equipment
FTNT,Technology,Computer_peripheral_equipment
INVE,Technology,Computer_peripheral_equipment
IMMR,Technology,Computer_peripheral_equipment
KTCC,Technology,Computer_peripheral_equipment
LOGI,Technology,Computer_peripheral_equipment
MITK,Technology,Computer_peripheral_equipment
RDCM,Technology,Computer_peripheral_equipment
RSYS,Technology,Computer_peripheral_equipment
SMT,Technology,Computer_peripheral_equipment
TISA,Technology,Computer_peripheral_equipment
TACT,Technology,Computer_peripheral_equipment
CUDA,Technology,Computer_peripheral_equipment
PANW,Technology,Computer_peripheral_equipment
RKUS,Technology,Computer_peripheral_equipment
TWOU,Technology,Computer_Software_Prepackaged_Software
ACIW,Technology,Computer_Software_Prepackaged_Software
ATVI,Technology,Computer_Software_Prepackaged_Software
ADBE,Technology,Computer_Software_Prepackaged_Software
ALRM,Technology,Computer_Software_Prepackaged_Software
AMSWA,Technology,Computer_Software_Prepackaged_Software
ANSS,Technology,Computer_Software_Prepackaged_Software
APIC,Technology,Computer_Software_Prepackaged_Software
APPF,Technology,Computer_Software_Prepackaged_Software
ATTU,Technology,Computer_Software_Prepackaged_Software
ADSK,Technology,Computer_Software_Prepackaged_Software
AWRE,Technology,Computer_Software_Prepackaged_Software
BV,Technology,Computer_Software_Prepackaged_Software
BNFT,Technology,Computer_Software_Prepackaged_Software
BLKB,Technology,Computer_Software_Prepackaged_Software
EPAY,Technology,Computer_Software_Prepackaged_Software
BLIN,Technology,Computer_Software_Prepackaged_Software
BSFT,Technology,Computer_Software_Prepackaged_Software
BVSN,Technology,Computer_Software_Prepackaged_Software
CA,Technology,Computer_Software_Prepackaged_Software
CDNS,Technology,Computer_Software_Prepackaged_Software
CYOU,Technology,Computer_Software_Prepackaged_Software
CHKP,Technology,Computer_Software_Prepackaged_Software
CTXS,Technology,Computer_Software_Prepackaged_Software
CDRB,Technology,Computer_Software_Prepackaged_Software
CCOI,Technology,Computer_Software_Prepackaged_Software
CVLT,Technology,Computer_Software_Prepackaged_Software
CNXR,Technology,Computer_Software_Prepackaged_Software
CSOD,Technology,Computer_Software_Prepackaged_Software
CPAH,Technology,Computer_Software_Prepackaged_Software
CYBR,Technology,Computer_Software_Prepackaged_Software
CYRN,Technology,Computer_Software_Prepackaged_Software
DTRM,Technology,Computer_Software_Prepackaged_Software
EGAN,Technology,Computer_Software_Prepackaged_Software
EA,Technology,Computer_Software_Prepackaged_Software
EIGI,Technology,Computer_Software_Prepackaged_Software
EXA,Technology,Computer_Software_Prepackaged_Software
FALC,Technology,Computer_Software_Prepackaged_Software
FSNN,Technology,Computer_Software_Prepackaged_Software
GUID,Technology,Computer_Software_Prepackaged_Software
HDP,Technology,Computer_Software_Prepackaged_Software
DSKY,Technology,Computer_Software_Prepackaged_Software
SAAS,Technology,Computer_Software_Prepackaged_Software
ININ,Technology,Computer_Software_Prepackaged_Software
INTU,Technology,Computer_Software_Prepackaged_Software
LPSN,Technology,Computer_Software_Prepackaged_Software
LOGM,Technology,Computer_Software_Prepackaged_Software
MGIC,Technology,Computer_Software_Prepackaged_Software
COOL,Technology,Computer_Software_Prepackaged_Software
MAMS,Technology,Computer_Software_Prepackaged_Software
MANH,Technology,Computer_Software_Prepackaged_Software
MKTO,Technology,Computer_Software_Prepackaged_Software
MTLS,Technology,Computer_Software_Prepackaged_Software
MTBC,Technology,Computer_Software_Prepackaged_Software
MDSO,Technology,Computer_Software_Prepackaged_Software
MSFT,Technology,Computer_Software_Prepackaged_Software
MSTR,Technology,Computer_Software_Prepackaged_Software
MOBL,Technology,Computer_Software_Prepackaged_Software
MOMO,Technology,Computer_Software_Prepackaged_Software
NATI,Technology,Computer_Software_Prepackaged_Software
NTWK,Technology,Computer_Software_Prepackaged_Software
NUAN,Technology,Computer_Software_Prepackaged_Software
PCTY,Technology,Computer_Software_Prepackaged_Software
PRGS,Technology,Computer_Software_Prepackaged_Software
PTC,Technology,Computer_Software_Prepackaged_Software
QADA,Technology,Computer_Software_Prepackaged_Software
QADB,Technology,Computer_Software_Prepackaged_Software
QLIK,Technology,Computer_Software_Prepackaged_Software
QLYS,Technology,Computer_Software_Prepackaged_Software
QUMU,Technology,Computer_Software_Prepackaged_Software
RPD,Technology,Computer_Software_Prepackaged_Software
RP,Technology,Computer_Software_Prepackaged_Software
SPNS,Technology,Computer_Software_Prepackaged_Software
SQI,Technology,Computer_Software_Prepackaged_Software
SINA,Technology,Computer_Software_Prepackaged_Software
MOBI,Technology,Computer_Software_Prepackaged_Software
SMSI,Technology,Computer_Software_Prepackaged_Software
SPLK,Technology,Computer_Software_Prepackaged_Software
SPSC,Technology,Computer_Software_Prepackaged_Software
SSNC,Technology,Computer_Software_Prepackaged_Software
SYMC,Technology,Computer_Software_Prepackaged_Software
SNPS,Technology,Computer_Software_Prepackaged_Software
TTWO,Technology,Computer_Software_Prepackaged_Software
TNGO,Technology,Computer_Software_Prepackaged_Software
TSYS,Technology,Computer_Software_Prepackaged_Software
DSGX,Technology,Computer_Software_Prepackaged_Software
ULTI,Technology,Computer_Software_Prepackaged_Software
TUBE,Technology,Computer_Software_Prepackaged_Software
UPIP,Technology,Computer_Software_Prepackaged_Software
UPLD,Technology,Computer_Software_Prepackaged_Software
VRNS,Technology,Computer_Software_Prepackaged_Software
WEB,Technology,Computer_Software_Prepackaged_Software
XNET,Technology,Computer_Software_Prepackaged_Software
DDD,Technology,Computer_Software_Prepackaged_Software
AMBR,Technology,Computer_Software_Prepackaged_Software
AVG,Technology,Computer_Software_Prepackaged_Software
BKFS,Technology,Computer_Software_Prepackaged_Software
BOX,Technology,Computer_Software_Prepackaged_Software
ECOM,Technology,Computer_Software_Prepackaged_Software
CMCM,Technology,Computer_Software_Prepackaged_Software
STV,Technology,Computer_Software_Prepackaged_Software
CVT,Technology,Computer_Software_Prepackaged_Software
ELLI,Technology,Computer_Software_Prepackaged_Software
FLTX,Technology,Computer_Software_Prepackaged_Software
GWRE,Technology,Computer_Software_Prepackaged_Software
HUBS,Technology,Computer_Software_Prepackaged_Software
IMPV,Technology,Computer_Software_Prepackaged_Software
IMPR,Technology,Computer_Software_Prepackaged_Software
INST,Technology,Computer_Software_Prepackaged_Software
IL,Technology,Computer_Software_Prepackaged_Software
KING,Technology,Computer_Software_Prepackaged_Software
MIXT,Technology,Computer_Software_Prepackaged_Software
MBLY,Technology,Computer_Software_Prepackaged_Software
N,Technology,Computer_Software_Prepackaged_Software
NEWR,Technology,Computer_Software_Prepackaged_Software
NQ,Technology,Computer_Software_Prepackaged_Software
OPWR,Technology,Computer_Software_Prepackaged_Software
ORCL,Technology,Computer_Software_Prepackaged_Software
PAYC,Technology,Computer_Software_Prepackaged_Software
QTWO,Technology,Computer_Software_Prepackaged_Software
RST,Technology,Computer_Software_Prepackaged_Software
CRM,Technology,Computer_Software_Prepackaged_Software
SAP,Technology,Computer_Software_Prepackaged_Software
NOW,Technology,Computer_Software_Prepackaged_Software
SHOP,Technology,Computer_Software_Prepackaged_Software
SWI,Technology,Computer_Software_Prepackaged_Software
SQ,Technology,Computer_Software_Prepackaged_Software
DATA,Technology,Computer_Software_Prepackaged_Software
TXTR,Technology,Computer_Software_Prepackaged_Software
TYL,Technology,Computer_Software_Prepackaged_Software
VEEV,Technology,Computer_Software_Prepackaged_Software
VMW,Technology,Computer_Software_Prepackaged_Software
WK,Technology,Computer_Software_Prepackaged_Software
GSB,Technology,Computer_Software_Prepackaged_Software
IDN,Technology,Computer_Software_Prepackaged_Software
MJCO,Technology,Computer_Software_Prepackaged_Software
NTIP,Technology,Computer_Software_Prepackaged_Software
VNET,Technology,Computer_Software_Programming_Data_Processing
GOOG,Technology,Computer_Software_Programming_Data_Processing
GOOGL,Technology,Computer_Software_Programming_Data_Processing
ARIS,Technology,Computer_Software_Programming_Data_Processing
ABTL,Technology,Computer_Software_Programming_Data_Processing
BIDU,Technology,Computer_Software_Programming_Data_Processing
EDGW,Technology,Computer_Software_Programming_Data_Processing
ENOC,Technology,Computer_Software_Programming_Data_Processing
FB,Technology,Computer_Software_Programming_Data_Processing
GIGM,Technology,Computer_Software_Programming_Data_Processing
HSTM,Technology,Computer_Software_Programming_Data_Processing
INAP,Technology,Computer_Software_Programming_Data_Processing
IIJI,Technology,Computer_Software_Programming_Data_Processing
IPDN,Technology,Computer_Software_Programming_Data_Processing
QUNR,Technology,Computer_Software_Programming_Data_Processing
FUEL,Technology,Computer_Software_Programming_Data_Processing
SABR,Technology,Computer_Software_Programming_Data_Processing
SYNC,Technology,Computer_Software_Programming_Data_Processing
TRIP,Technology,Computer_Software_Programming_Data_Processing
TRUE,Technology,Computer_Software_Programming_Data_Processing
UNTD,Technology,Computer_Software_Programming_Data_Processing
WB,Technology,Computer_Software_Programming_Data_Processing
WIX,Technology,Computer_Software_Programming_Data_Processing
YNDX,Technology,Computer_Software_Programming_Data_Processing
WUBA,Technology,Computer_Software_Programming_Data_Processing
FDS,Technology,Computer_Software_Programming_Data_Processing
IHS,Technology,Computer_Software_Programming_Data_Processing
INXN,Technology,Computer_Software_Programming_Data_Processing
LNKD,Technology,Computer_Software_Programming_Data_Processing
MODN,Technology,Computer_Software_Programming_Data_Processing
RAX,Technology,Computer_Software_Programming_Data_Processing
RHT,Technology,Computer_Software_Programming_Data_Processing
SLH,Technology,Computer_Software_Programming_Data_Processing
RUBI,Technology,Computer_Software_Programming_Data_Processing
TWTR,Technology,Computer_Software_Programming_Data_Processing
JOBS,Technology,Diversified_Commercial_Services
ELRC,Technology,Diversified_Commercial_Services
HSII,Technology,Diversified_Commercial_Services
MGRC,Technology,Diversified_Commercial_Services
MIND,Technology,Diversified_Commercial_Services
QRHC,Technology,Diversified_Commercial_Services
RCII,Technology,Diversified_Commercial_Services
AAN,Technology,Diversified_Commercial_Services
AER,Technology,Diversified_Commercial_Services
AL,Technology,Diversified_Commercial_Services
AYR,Technology,Diversified_Commercial_Services
AROC,Technology,Diversified_Commercial_Services
CAI,Technology,Diversified_Commercial_Services
KFY,Technology,Diversified_Commercial_Services
NEFF,Technology,Diversified_Commercial_Services
